comment_id,create_time,ip_location,aweme_id,content,user_id,sec_uid,short_user_id,user_unique_id,nickname,avatar,sub_comment_count,last_modify_ts,liked_count,senta,senta_prob
7290938807167648527,1697553980,四川,7290844754323967273,严厉打击放养宠物行为,1969924020641399,MS4wLjABAAAAhTLPf__jjGtOGFC5ykBKBc-uVn-0zkYgaGPI1SqZm-b5mXpWx_6gED5IQTtgVY5F,3798869954,dydpvxip0mri,大风起兮云飞扬,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_1d7ec1328cb940af85fb26019afccf7d.jpeg?from=2956013662,0,1702999457386,5,负向,0.9996226189966926
7290913053478404918,1697547983,宁夏,7290844754323967273,判死,100293885165,MS4wLjABAAAAi3_SxleT2gIkCRVDHnoThbcVwBAJChtXryRTXBKYVo0,1061905288,78792858LH,小李摄影,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813c001_ooABA49RKeKIbEPAAAnpvECMaIT7DeeAA9cBV5.jpeg?from=2956013662,0,1702999457513,5,负向,0.9978946681528668
6777552381288120324,1578021889,,6777339625028537608,狗主人这样做 支持给狗主人判刑十五年,83663510240,MS4wLjABAAAAT9UzdCT5EFjy_bTj70oY07h0NGVbDpJi9On16LNfYKM,179114025,,倾听、回忆,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_345486dc0c414f5a9f62f2cc89c61ebf.jpeg?from=2956013662,0,1702999445623,5,正向,0.9999376543850822
7290918427983217427,1697549233,新疆,7290844754323967273,我也养狗，但支持涉事狗主人判刑，养烈性犬不严加管教，同时警戒下不文明养狗的，几个毒瘤坑害大多认真负责的文明养宠人[酷拽][酷拽][酷拽][酷拽],111081273846,MS4wLjABAAAA_N98PW-SwX-U8EsXFYZTtVVkc22p9u-muK3eyXwd4ug,2026035002,DF13669933669,疯客,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_4f381d9aa42149958320e95a63207baf.jpeg?from=2956013662,0,1702999457485,5,负向,0.2776136639731419
7291643632263938854,1697718083,广东,7290844754323967273,百度了一下罗威纳犬！我的天，这么凶狠的狗，怎么可以在大城市里养！！[酷拽][酷拽][酷拽],55141199023,MS4wLjABAAAAJunepdHrzbOxZ3z46iiKjhJb6-Gd35d57y4lweg0ttI,1214666384,,大靖靖,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_67c499666b9f4306b7895f11a632a951.jpeg?from=2956013662,0,1702999456790,5,正向,0.999944806740249
7290946173246325565,1697555697,浙江,7290844754323967273,狗没咬人的时候主人一口一个“幺儿”“乖乖”“宝贝儿”，闯了祸的时候就人影都看不到了，养狗的人没有素质，明知自己养的是大型犬，还不栓绳子让恶犬伤人！,110187818584,MS4wLjABAAAAp7OJW5MzMzY1mQ4j3VKK-wBKyeKpAEMD5NTZ1tyihX4,51225470747,51225470747,是宸宸吖❤️,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813c001_oI1aIXCeAAREFAz8AAgfCgpdENl4yKhC4AtJAA.jpeg?from=2956013662,0,1702999457333,5,负向,0.9996407950684584
7290948090009076538,1697556142,江苏,7290844754323967273,应该算故意伤害。,3676422084762983,MS4wLjABAAAAHFHEwJJX1GdvTDYxW1h0fficoGEUvudJmCn9YB-k9Po8vlZp4J7IFG_AF6qebszF,4014763612,syhqfxl,芍药花,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813c001_o4NeEAEdnGXVCAHUFYC7IF7YgAfiAyAjSEzNAh.jpeg?from=2956013662,0,1702999457326,5,负向,0.9997539075634024
7290934059706221352,1697552876,四川,7290844754323967273,我认为养狗只能圈养。不能出家门。,281926189453949,MS4wLjABAAAAoSkufRAWpDR6C6WvDJsic_wG5jVLFW28MHXjAFE814Q,50607675859,50607675859,自然风,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813c001_o4i9lyDG7AkODTNfAZvwN5gInbAI8AAueCAkZQ.jpeg?from=2956013662,0,1702999457404,5,负向,0.999893250903618
6783445889219444739,1579394078,,6777339625028537608,应该不能让这家伙走的,106865364362,MS4wLjABAAAAShUw3yNfDH3a0hXlMB93R58FtGWXP38NQJ43fjONqPs,2079361380,,南风,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/mosaic-legacy_1b5ce00031e7439cd647b.jpeg?from=2956013662,0,1702999445506,5,负向,0.9997472922433984
7291036117779006248,1697576649,河北,7290844754323967273,@晓雨佳雪：养狗的人真的烦，遛狗不拴绳的人很多，狗随地大便却不清理的狗主人很多，不知道这样的人养什么狗，都是狗东西,110893193570,MS4wLjABAAAACujntpGSM_rWz6VZRJ35WfGhxhu3G77MbzJsxNUcA3Q,1999535946,,我是风儿,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/mosaic-legacy_317dc000c2f33f786bd74.jpeg?from=2956013662,3,1702999457132,5,负向,0.9964864159365304
7290928833048478498,1697551656,江苏,7290844754323967273,你们有没有发现，养狗的人，都会说他家狗不咬人[尬笑][尬笑],553750810331651,MS4wLjABAAAAL8HV0cOJnneLlNxlJsCkLBQns0QNZXa3VkaUhW6lVPM,3439958193,lilihaowuyou62,海陵美肌时代美容养生店,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_0e2bccc3c2403586c459cceacdd33bb8.jpeg?from=2956013662,2,1702999457430,5,正向,0.980744240529809
7290960112344236800,1697558947,广西,7290844754323967273,我不养狗更不喜欢狗,110896756604,MS4wLjABAAAA1cWL-B74nd8ljjkyQv8Cf45sbfftJB70l3u9GMHtz_A,2188270220,51934408767,2188270220,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/aweme_default_avatar.png.jpeg?from=2956013662,0,1702999457293,5,负向,0.9911298779711116
7290927795257082682,1697551415,云南,7290844754323967273,必须严惩，毁了孩子的一生,66247176895,MS4wLjABAAAAD0t9NJqetVbinZQLM6N15R2qhkm9xJrhvkGPpr0v6P8,147422382,,欢先森,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_08bf6cdf5e1e49979b47565a4889c2ca.jpeg?from=2956013662,0,1702999457434,5,负向,0.9998725692815676
